日付,借方勘定,借方金額,貸方勘定,貸方金額,備考
2018/11/15,旅費交通費,"12,830",クレジットカード,"12,830",新幹線代 東京から京都
2018/11/15,旅費交通費,"2,820",クレジットカード,"2,820",電車代 成田空港から東京
2018/11/15,旅費交通費,"12,830",クレジットカード,"12,830",新幹線代わ東京→京都
2018/11/17,消耗品費,"600",クレジットカード,"600",ソフトウェア taxnote
2018/11/18,地代家賃,"50,000",普通預金(振込など),"50,000",事務所家賃 50%
2018/11/19,旅費交通費,"1,720",クレジットカード,"1,720",タクシー代
2018/11/19,現金,"22,100",好日居教室,"22,100",
2018/11/20,現金,"17,000",好日居教室,"17,000",
2018/11/20,水道光熱費,"2,750",現金,"2,750",灯油代 50%
2018/11/20,金継仕事材料代・教室運営消耗品費,"226",現金,"226",金継ぎ関係 ティッシュ
2018/11/21,新聞図書費 ,"486",クレジットカード,"486",英会話タイムトライアルテキスト
2018/11/21,現金,"1,000",金継ぎ材料・道具等販売,"1,000",高橋佳予子さん塗り筆2本
2018/11/22,旅費交通費,"1,122",現金,"1,122",バス代
2018/11/24,通信費,"4,890",クレジットカード,"4,890",NTT西日本 80%
2018/11/25,接待交際費,"1,050",現金,"1,050",土産代 好日居へパーラーhosokawaのフルーツサンド
2018/11/25,接待交際費,"9,613",クレジットカード,"9,613",会食 高砂先生とナヤインディアヌール
2018/11/25,会議費(打合せ),"3,000",現金,"3,000",打ち合わせ 直しコーヒー
2018/11/25,旅費交通費,"1,490",現金,"1,490",タクシー代
2018/11/26,雑費,"2,030",現金,"2,030",弁当代 ル プレドール
2018/11/26,消耗品費,"7,040",現金,"7,040",日用品 kit
2018/11/27,旅費交通費,"1,880",クレジットカード,"1,880",タクシー代
2018/11/27,現金,"50,000",ギター教室は別の帳簿に記録する！,"50,000",
2018/11/27,金継仕事材料代・教室運営消耗品費,"40,000",現金,"40,000",ギター教室運営関係 高砂先生講師代
2018/11/27,金継仕事材料代・教室運営消耗品費,"8,300",現金,"8,300",ギター教室運営関係 好日居場所代、茶菓子代
2018/11/30,通信費,"6,941",クレジットカード,"6,941",iphone 80%
2018/11/30,荷造運賃,"1,585",現金,"1,585",発送料 東京出張荷物
2018/11/30,接待交際費,"5,643",普通預金(振込など),"5,643",お歳暮 エフスタイル 広栄ミートの馬刺し
2018/12/01,旅費交通費,"5,000",現金,"5,000",電車代 pasmoチャージ
2018/12/01,旅費交通費,"12,830",クレジットカード,"12,830",新幹線代 京都から東京
2018/12/01,現金,"15,000",その他個人宅訪問金継,"15,000",徳竹さんち
2018/12/02,現金,"44,000",壺中教室,"44,000",
2018/12/02,現金,"2,100",金継ぎ材料・道具等販売,"2,100",今村悦子さん錫蒔きセット
2018/12/02,現金,"16,000",その他個人宅訪問金継,"16,000",大井さんち
2018/12/02,旅費交通費,"3,000",現金,"3,000",電車代 pasmoチャージ
2018/12/02,旅費交通費,"1,040",現金,"1,040",電車代 グリーン券
2018/12/02,新聞図書費 ,"1,296",クレジットカード,"1,296",Amazon 本「核心のイメージ〜」
2018/12/02,新聞図書費 ,"1,620",クレジットカード,"1,620",Amazon 本 「英単語の語源図鑑」
2018/12/03,水道光熱費,"287",クレジットカード,"287",電気代 50%
2018/12/03,旅費交通費,"12,830",クレジットカード,"12,830",新幹線代 品川から京都
2018/12/03,荷造運賃,"1,500",現金,"1,500",発送料 東京出張荷物
2018/12/03,現金,"16,500",壺中教室,"16,500",
2018/12/03,現金,"20,000",その他個人宅訪問金継,"20,000",高堂さんち
2018/12/04,金継仕事材料代・教室運営消耗品費,"974",クレジットカード,"974",金継ぎ関係 マスキングテープ ビックカメラ
2018/12/06,雑費,"1,806",クレジットカード,"1,806",イベント消耗費 ギター教室ライブ飾りつけ トランスパレントペーパー
2018/12/06,接待交際費,"4,140",クレジットカード,"4,140",お歳暮 熊川さんに村上重の千枚漬け
2018/12/06,水道光熱費,"1,494",クレジットカード,"1,494",電気代 50%
2018/12/06,水道光熱費,"1,185",クレジットカード,"1,185",ガス代 20%
2018/12/07,荷造運賃,"1,585",現金,"1,585",発送料 新潟出張荷物
2018/12/07,金継仕事材料代・教室運営消耗品費,"2,052",現金,"2,052",金継ぎ関係 空チューブ 佐藤喜代松商店
2018/12/07,旅費交通費,"1,981",現金,"1,981",バス代
2018/12/07,消耗品費,"140",現金,"140",事務用品 領収書
2018/12/08,接待交際費,"2,462",クレジットカード,"2,462",土産代 2019'1月鎌倉教室分大井さんに手土産ワイン リカーmorisawa
2018/12/08,接待交際費,"2,678",クレジットカード,"2,678",贈答品・エフスタイルへワイン リカーmorosawa
2018/12/09,現金,"37,800",エフスタイル教室,"37,800",
2018/12/10,旅費交通費,"3,100",普通預金(引き落とし),"3,100",電車代 pitapa
2018/12/10,消耗品費,"600",クレジットカード,"600",ソフトウェア taxnote
2018/12/10,現金,"16,200",エフスタイル教室,"16,200",
2018/12/10,接待交際費,"3,938",現金,"3,938",贈答品 歌奈ちゃんに
2018/12/11,金継仕事材料代・教室運営消耗品費,"170",クレジットカード,"170",金継ぎ関係 サランラップ
2018/12/12,接待交際費,"4,500",クレジットカード,"4,500",贈答品・謝礼 くまちゃん、タケ、竹本さんへ 坂の途中のドライフルーツ
2018/12/14,美術館・お寺観覧代・器など(取材・研究費),"250",現金,"250",大阪民藝館入園券代
2018/12/14,消耗品費,"1,296",現金,"1,296",事務用品 封筒 かつらぎ
2018/12/14,消耗品費,"540",現金,"540",事務用品 ハガキ
2018/12/14,消耗品費,"5,184",クレジットカード,"5,184",事務用品 封筒、和紙 高島屋
2018/12/14,接待交際費,"8,413",現金,"8,413",会食 関さんと BELLOTA
2018/12/14,旅費交通費,"2,850",現金,"2,850",タクシー代
2018/12/17,現金,"20,400",好日居教室,"20,400",
2018/12/17,荷造運賃,"915",現金,"915",発送料 高野麻子さんへ 
2018/12/17,旅費交通費,"1,560",クレジットカード,"1,560",タクシー代
2018/12/18,地代家賃,"50,000",普通預金(振込など),"50,000",事務所家賃 50%
2018/12/18,現金,"20,400",好日居教室,"20,400",
2018/12/19,水道光熱費,"1,095",現金,"1,095",灯油代 50%
2018/12/19,旅費交通費,"1,880",クレジットカード,"1,880",タクシー代
2018/12/19,現金,"17,000",好日居教室,"17,000",
2018/12/21,旅費交通費,"1,815",現金,"1,815",バス代
2018/12/22,旅費交通費,"1,000",現金,"1,000",電車代 PASMOチャージ
2018/12/24,通信費,"4,805",クレジットカード,"4,805",NTT西日本 80%
2018/12/30,新聞図書費 ,"546",クレジットカード,"546",英会話タイムトライアルテキスト
2018/12/31,通信費,"7,510",クレジットカード,"7,510",iphone 80%
2019/01/01,金継仕事材料代・教室運営消耗品費,"950",現金,"950",ギター教室運営関係 爪切り
2019/01/01,消耗品費,"756",現金,"756",事務用品 ボールペン2個
2019/01/01,消耗品費,"1,578",現金,"1,578",事務用品 マスキングテープ
2019/01/01,消耗品費,"1,058",現金,"1,058",事務用品 マスキングテープ
2019/01/03,旅費交通費,"2,000",クレジットカード,"2,000",電車代 suicaチャージ
2019/01/06,旅費交通費,"16,611",クレジットカード,"16,611",飛行機代 伊丹新潟 4/14、16分 mytrip
2019/01/08,美術館・お寺観覧代・器など(取材・研究費),"97,866",クレジットカード,"97,866",研究取材の旅 8月ミャンマー 関空Yangon往復航空券代 AirAsia
2019/01/09,水道光熱費,"1,395",現金,"1,395",灯油代 50%
2019/01/10,水道光熱費,"4,862",クレジットカード,"4,862",電気代 50%
2019/01/10,水道光熱費,"1,158",クレジットカード,"1,158",ガス代 20% (警報器、消化器リース代込)
2019/01/10,荷造運賃,"3,054",現金,"3,054",発送料 新潟出張荷物
2019/01/13,現金,"19,900",エフスタイル教室,"19,900",
2019/01/13,現金,"1,000",金継ぎ材料・道具等販売,"1,000",小川いずみさん塗り筆2本
2019/01/13,現金,"500",金継ぎ材料・道具等販売,"500",吉沢加也さん塗り筆1本
2019/01/13,旅費交通費,"900",現金,"900",入浴代 新潟ホテルディアモント
2019/01/14,現金,"18,900",エフスタイル教室,"18,900",
2019/01/15,荷造運賃,"1,000",現金,"1,000",発送料
2019/01/16,金継仕事材料代・教室運営消耗品費,"3,542",現金,"3,542",金継ぎ関係 線描き筆 加藤小兵衞商店
2019/01/16,接待交際費,"2,250",クレジットカード,"2,250",贈答品・壺中、エフスタイルへ坂の途中のドライフルーツ
2019/01/17,接待交際費,"2,570",クレジットカード,"2,570",贈答品・エフスタイルへワイン リカーmorisawa
2019/01/17,接待交際費,"2,678",普通預金(クレジットカードの引き落とし),"2,678",贈答品・大井さんへロゼワイン リカーmorisawa
2019/01/17,水道光熱費,"1,410",クレジットカード,"1,410",水道代 20%
2019/01/17,地代家賃,"40,000",普通預金(引き落とし),"40,000",事務所家賃 40%
2019/01/17,消耗品費,"600",クレジットカード,"600",ソフトウェア taxnote
2019/01/18,金継仕事材料代・教室運営消耗品費,"1,265",クレジットカード,"1,265",金継ぎ関係 無水エタノール 楽天 爽快ドラック
2019/01/19,接待交際費,"756",クレジットカード,"756",贈答品・エフスタイルへヨーガンレールのスパイシーココア
2019/01/19,荷造運賃,"1,585",現金,"1,585",発送料 東京出張
2019/01/19,雑費,"5,908",クレジットカード,"5,908",イベント消耗費 2/3金継ぎ10周年会おにぎり用の米 森の家
2019/01/20,旅費交通費,"12,830",クレジットカード,"12,830",新幹線代 京都から東京
2019/01/20,旅費交通費,"5,000",現金,"5,000",電車代 pasmoチャージ
2019/01/20,接待交際費,"3,556",クレジットカード,"3,556",贈答品・タケにchimoロール 誕生日
2019/01/20,現金,"38,500",壺中教室,"38,500",
2019/01/21,現金,"22,000",壺中教室,"22,000",
2019/01/21,現金,"20,000",その他個人宅訪問金継,"20,000",高堂さんち
2019/01/21,旅費交通費,"3,000",現金,"3,000",電車代 pasmoチャージ
2019/01/22,消耗品費,"4,212",現金,"4,212",事務用品 ハガキと道具箱 鎌倉STOVE
2019/01/22,接待交際費,"5,100",現金,"5,100",会食 大井さんと 鎌倉RASCAL
2019/01/22,会議費(打合せ),"2,829",現金,"2,829",打ち合わせ 大井さんと 鎌倉LESANGES
2019/01/22,現金,"24,000",その他個人宅訪問金継,"24,000",大井さんち
2019/01/23,水道光熱費,"5,827",クレジットカード,"5,827",電気代 50%
2019/01/23,荷造運賃,"1,585",現金,"1,585",発送料 東京出張荷物
2019/01/23,消耗品費,"1,296",現金,"1,296",日用品 食器洗浄用スポンジ 高円寺cotogoto
2019/01/23,旅費交通費,"1,000",現金,"1,000",電車代 pasmoチャージ
2019/01/23,旅費交通費,"12,830",クレジットカード,"12,830",新幹線代 東京から京都
2019/01/23,水道光熱費,"1,142",現金,"1,142",灯油代 50%
2019/01/23,現金,"20,500",その他個人宅訪問金継,"20,500",徳竹さんち
2019/01/24,通信費,"4,790",クレジットカード,"4,790",NTT西日本 80%
2019/01/26,接待交際費,"7,000",現金,"7,000",会食 ユーゲ好日居教室集まり
2019/01/27,雑費,"4,683",クレジットカード,"4,683",弁当代 好日居教室先生スタッフ
2019/01/28,雑費,"4,000",現金,"4,000",弁当代 好日居教室 タケ
2019/01/28,雑費,"5,800",現金,"5,800",場所代 好日居ギター教室
2019/01/28,金継仕事材料代・教室運営消耗品費,"5,800",現金,"5,800",ギター教室運営関係 茶菓子代など
2019/01/28,旅費交通費,"1,640",クレジットカード,"1,640",タクシー代
2019/01/28,現金,"10,000",自宅金継仕事,"10,000",藤本さん(中国茶)
2019/01/28,現金,"32,300",好日居教室,"32,300",
2019/01/29,雑費,"5,000",現金,"5,000",弁当代 好日居教室 竹本さん
2019/01/29,旅費交通費,"1,800",クレジットカード,"1,800",タクシー代
2019/01/29,現金,"15,300",好日居教室,"15,300",
2019/01/30,現金,"63,000",ギター教室は別の帳簿に記録する！,"63,000",
2019/01/30,雑費,"1,126",現金,"1,126",弁当代 先生スタッフ好日居教室茶菓子代 セブンイレブン
2019/01/30,雑費,"2,600",現金,"2,600",弁当代 好日居教室先生スタッフ
2019/01/30,雑費,"108",現金,"108",弁当代 セブンイレブン
2019/01/30,金継仕事材料代・教室運営消耗品費,"5,800",現金,"5,800",ギター教室運営関係 好日居場所代
2019/01/30,現金,"15,300",好日居教室,"15,300",
2019/01/30,雑費,"4,000",現金,"4,000",弁当代 好日居教室 Maka
2019/01/30,金継仕事材料代・教室運営消耗品費,"51,400",現金,"51,400",ギター教室運営関係 高砂先生講師代
2019/01/31,旅費交通費,"1,720",クレジットカード,"1,720",タクシー代 
2019/01/31,雑費,"2,700",現金,"2,700",イベント消耗費 ビール代 サクラザキ酒店 好日居10周年会用
2019/01/31,通信費,"7,490",クレジットカード,"7,490",iphone 80%
2019/02/01,消耗品費,"540",現金,"540",事務用品 コピー用紙
2019/02/01,雑費,"1,080",クレジットカード,"1,080",イベント消耗費 山椒の実好日居金継ぎ10周年イベント用
2019/02/01,雑費,"9,186",普通預金(振込など),"9,186",イベント消耗費 酒代 新潟 都屋 好日居10周年会用
2019/02/01,雑費,"10,160",普通預金(クレジットカードの引き落とし),"10,160",イベント消耗費 酒代 リカーモリサワ 好日居金継10周年会用
2019/02/01,雑費,"537",普通預金(クレジットカードの引き落とし),"537",イベント消耗費 炭酸水 あぶらじん楽天市場 好日居金継ぎ10周年会用
2019/02/01,雑費,"637",普通預金(クレジットカードの引き落とし),"637",イベント消耗費 ノンアルビール リカマン楽天市場 好日居金継ぎ10周年会用
2019/02/02,旅費交通費,"850",現金,"850",タクシー代
2019/02/02,雑費,"2,800",普通預金(クレジットカードの引き落とし),"2,800",イベント消耗費 りんごジュース 好日居金継ぎ10周年会用
2019/02/02,接待交際費,"1,750",普通預金(クレジットカードの引き落とし),"1,750",贈答品 高堂さんまこさんくまちゃんに坂の途中の菓子など
